Route 1,Route 2,Difference Raw,Difference Score
belf1,elli2,-0.052002,0.052002
chal5,litt6,-0.052016,0.052016
bier1,colu6,0.052028,0.052028
colu6,sanl1,0.052043,0.052043
evan1,lapl1,-0.052069,0.052069
sher2,chal5,-0.052071,0.052071
capi1,elbe2,0.052085,0.052085
evan3,mwil6,0.052127,0.052127
elli2,belf1,0.052131,0.052131
conu5,gray6,0.052137,0.052137
neol4,elbe1,-0.052172,0.052172
belf1,cnee1,-0.052184,0.052184
eldi4,hand3,0.052194,0.052194
cpea2,conu5,-0.052213,0.052213
elbe2,cnee1,-0.052219,0.052219
bier3,unco1,-0.052241,0.052241
bier3,mwil2,-0.052255,0.052255
eldi3,kitc6,0.05226,0.05226
bros5,suns4,-0.052282,0.052282
snow1,bros2,-0.052339,0.052339
chal5,mass2,-0.052351,0.052351
demo1,pyra1,-0.052353,0.052353
mass1,cpea2,0.052371,0.052371
belf1,pikeeast,-0.052375,0.052375
sher2,cnee1,0.052424,0.052424
cast3,suns3,0.052447,0.052447
cast1,cast3,0.052453,0.052453
conu5,lapl1,-0.05252,0.05252
lapl1,chal5,-0.052522,0.052522
suns4,bros3,-0.052551,0.052551
unco1,belf8,-0.052582,0.052582
elbe4,linc3,0.052601,0.052601
pike1,came1,-0.052605,0.052605
como0,harv4,0.052637,0.052637
chal5,holy1,0.052641,0.052641
demo2,pyra1,0.052649,0.052649
quan1,cast2,-0.052673,0.052673
cast1,nmar2,0.052679,0.052679
eolu3,kilp0,0.052709,0.052709
belf1,cast3,0.052712,0.052712
lind3,evan4,0.052725,0.052725
bros4,kitc6,-0.052768,0.052768
demo1,mwil2,0.052781,0.052781
demo2,humb3,0.05283,0.05283
bros5,sher1,0.052852,0.052852
conu5,linc3,-0.052855,0.052855
eldi3,evan4,0.052856,0.052856
capi1,lind1,-0.052874,0.052874
huro1,conu5,-0.052888,0.052888
belf8,mass1,-0.052927,0.052927
harv1,eldi3,-0.052929,0.052929
cast2,humb1,-0.052936,0.052936
hand1,litt6,-0.052941,0.052941
cpea2,kitc3,0.052945,0.052945
hand3,cnee3,0.052947,0.052947
bier4,wett2,-0.052949,0.052949
bros2,evan2,-0.052977,0.052977
humb1,cpea2,-0.053013,0.053013
bros1,belf1,-0.053038,0.053038
evan3,elbe1,-0.053056,0.053056
came1,bier4,0.053099,0.053099
elbe1,bier3,-0.053111,0.053111
conu1,blan1,-0.053124,0.053124
conu5,conu1,0.05313,0.05313
cnee3,blan1,-0.053135,0.053135
cast3,prin1,-0.053196,0.053196
gray1,linc1,0.053197,0.053197
humb1,bier1,0.053265,0.053265
linc3,holy2,-0.053283,0.053283
chib1,gray8,0.053289,0.053289
linc3,cast3,-0.053297,0.053297
lind2,bier3,-0.053301,0.053301
cpea2,bros5,0.053317,0.053317
cnee1,kitc6,0.053339,0.053339
hand3,elbe2,-0.053343,0.053343
long1,harv1,-0.053347,0.053347
cnee1,sher3,0.053354,0.053354
conu1,harv4,-0.053379,0.053379
mwil7,belf8,0.053389,0.053389
maro1,evan2,0.053392,0.053392
elli2,cast4,-0.053399,0.053399
harv3,elbe4,-0.053414,0.053414
capi1,huro1,0.053416,0.053416
huro1,bier3,0.053417,0.053417
bros2,chal1,-0.05349,0.05349
lind1,humb1,0.053504,0.053504
elbe4,kitc6,0.053526,0.053526
nmar2,cast4,0.053529,0.053529
cast1,elbe3,0.053549,0.053549
belf8,bros5,0.053583,0.053583
chib1,litt6,-0.053623,0.053623
cast3,evan4,-0.053632,0.053632
chal5,elbe3,0.053635,0.053635
elbe1,cast4,0.053637,0.053637
cast3,bros1,-0.053684,0.053684
holy1,lind3,0.053741,0.053741
mwil2,evan1,0.053748,0.053748
huro1,blan1,-0.053755,0.053755
hand2,demo1,-0.053892,0.053892
chal1,holy2,0.053942,0.053942
belf1,belf1,-0.05397,0.05397
conu1,long1,-0.053975,0.053975
holy2,evan3,0.05398,0.05398
kitc6,evan2,-0.053981,0.053981
mass1,chal1,0.053993,0.053993
belf1,suns4,0.054059,0.054059
eldi3,como0,-0.054069,0.054069
kitc2,capi1,-0.054118,0.054118
ante1,unco1,-0.05413,0.05413
gray3,cule1,-0.054161,0.054161
linc1,cnee3,-0.05418,0.05418
elbe4,huro1,0.054223,0.054223
pikeeast,demo1,-0.054281,0.054281
harv4,lind3,-0.054341,0.054341
elbe4,conu5,0.054347,0.054347
ante1,demo1,-0.054359,0.054359
linc1,humb1,-0.054361,0.054361
gray8,elli2,0.054402,0.054402
gray8,mass2,0.054417,0.054417
ante1,bros5,-0.05443,0.05443
came1,shav4,0.054446,0.054446
belf8,lind1,-0.054466,0.054466
hand2,hand3,-0.054488,0.054488
huro1,evan2,0.054495,0.054495
miss3,gray3,-0.054498,0.054498
bros3,kitc3,0.0545,0.0545
demo1,huro2,0.054511,0.054511
mass3,capi1,0.054523,0.054523
colu2,kitc6,-0.05454,0.05454
bros5,miss2,0.054582,0.054582
huro2,conu5,-0.054592,0.054592
capi1,snef2,-0.054672,0.054672
eolu3,gray6,-0.054675,0.054675
huro1,elli3,-0.054683,0.054683
cast3,oxfo2,-0.054695,0.054695
cnee3,holy2,-0.054713,0.054713
como0,eldi4,-0.054722,0.054722
lind1,eldi4,-0.054748,0.054748
ante1,gray1,-0.054776,0.054776
bier4,mass3,-0.054788,0.054788
cast3,eldi3,-0.05481,0.05481
elbe1,lind3,0.054811,0.054811
snow2,bier1,0.054835,0.054835
como0,linc3,-0.054846,0.054846
eolu3,lind3,0.054874,0.054874
elli3,elli3,-0.054895,0.054895
mwil5,evan2,-0.054905,0.054905
holy2,bros4,0.054908,0.054908
mwil5,bier1,-0.054919,0.054919
gray1,gray3,0.054928,0.054928
gray6,cpea2,-0.05493,0.05493
elbe2,litt6,-0.054936,0.054936
hand1,lapl1,0.054964,0.054964
humb2,lapl4,0.055015,0.055015
nmar2,chib1,0.055028,0.055028
eolu3,cast3,-0.055051,0.055051
miss2,colu6,0.055066,0.055066
sher3,blan1,0.055073,0.055073
came1,bier1,-0.055113,0.055113
cule1,came1,-0.055129,0.055129
hand3,linc3,-0.05514,0.05514
humb2,elbe1,0.055196,0.055196
elli2,cnee1,0.055264,0.055264
huro2,hand3,0.055271,0.055271
cast3,elbe4,-0.055296,0.055296
elbe4,belf1,-0.055321,0.055321
came1,sher3,-0.055323,0.055323
quan3,demo2,-0.055325,0.055325
evan4,mwil5,-0.055376,0.055376
cast1,humb3,-0.055395,0.055395
holy2,belf1,0.055399,0.055399
maro1,eolu3,-0.055408,0.055408
belf1,cast1,-0.0555,0.0555
chib1,mass2,-0.055513,0.055513
torr5,bros4,-0.05552,0.05552
eolu3,como0,-0.055542,0.055542
como0,long1,-0.055543,0.055543
eldi3,eolu3,0.055551,0.055551
bros4,harv3,-0.055623,0.055623
shav4,bier3,0.055662,0.055662
redc1,como0,-0.055701,0.055701
belf1,torr10,-0.05571,0.05571
elbe1,linc1,0.055736,0.055736
bros4,mwil7,-0.055747,0.055747
holy2,demo2,0.055775,0.055775
sher2,bros6,0.055835,0.055835
conu1,mwil5,-0.055868,0.055868
miss2,chal5,0.055991,0.055991
litt6,hand1,0.056003,0.056003
elbe2,gray8,0.056019,0.056019
bros3,linc3,0.056039,0.056039
demo2,mwil5,0.05606,0.05606
lind3,chal5,0.056061,0.056061
bros3,maro1,-0.056065,0.056065
bros1,capi1,-0.056101,0.056101
evan3,kitc6,-0.056124,0.056124
evan4,miss2,0.056199,0.056199
quan3,cpea2,0.05625,0.05625
cnee3,hand2,-0.056252,0.056252
litt6,belf8,-0.056261,0.056261
came1,sunl2,-0.056321,0.056321
snef1,blan1,0.056334,0.056334
gray1,evan2,-0.056351,0.056351
lind2,eldi3,-0.056369,0.056369
evan4,gray3,0.05638,0.05638
hand2,huro1,-0.056381,0.056381
bier4,kitc6,-0.05641,0.05641
pike1,blan1,-0.056431,0.056431
elli3,elbe2,-0.056433,0.056433
bros4,pike1,-0.056444,0.056444
harv3,humb3,0.056449,0.056449
cpea2,demo2,0.05645,0.05645
ante1,eolu3,-0.056452,0.056452
snef2,chib1,0.056457,0.056457
snow1,bros4,0.056461,0.056461
como0,miss1,-0.056468,0.056468
eolu3,humb3,-0.05647,0.05647
cast4,demo2,-0.056479,0.056479
elli3,colu6,0.056551,0.056551
elbe1,demo1,0.056557,0.056557
humb2,linc3,-0.05656,0.05656
torr7,bier3,0.056587,0.056587
shav1,belf1,-0.056588,0.056588
eolu3,hand3,0.056604,0.056604
huro1,harv3,0.05666,0.05666
bros2,nava0,-0.056685,0.056685
miss2,cast1,0.056688,0.056688
bros5,mass1,-0.056697,0.056697
belf1,unco1,-0.056708,0.056708
cast1,elbe1,-0.056726,0.056726
gray1,bros6,-0.056728,0.056728
cnee3,evan1,0.056732,0.056732
wils1,bier1,0.056744,0.056744
nava0,evan2,0.056758,0.056758
demo1,humb1,-0.056768,0.056768
kitc2,cast4,-0.056812,0.056812
elbe2,kitc2,0.056846,0.056846
mass2,demo2,-0.056872,0.056872
elbe2,bros5,0.056897,0.056897
kitc3,cpea2,-0.056923,0.056923
came1,belf8,-0.056929,0.056929
harv1,huro1,0.056935,0.056935
colu6,mwil7,0.056961,0.056961
shav4,bier1,-0.056966,0.056966
evan1,linc1,-0.056968,0.056968
long1,belf8,-0.056973,0.056973
kitc6,cast3,0.056974,0.056974
neol4,elbe3,0.056997,0.056997
litt6,evan3,0.057001,0.057001
elli2,belf8,0.057051,0.057051
bros5,gray3,-0.057073,0.057073
miss3,evan3,0.057078,0.057078
bros6,mass2,-0.057138,0.057138
demo1,conu1,-0.057144,0.057144
elbe4,elli3,0.057202,0.057202
cast2,humb2,-0.057211,0.057211
gray1,chib1,-0.057218,0.057218
hand3,cnee1,0.057222,0.057222
gray3,kilp0,-0.057229,0.057229
miss3,bros3,0.057259,0.057259
quan2,blan1,-0.057284,0.057284
bros2,lind2,0.057303,0.057303
huro2,cast3,0.057308,0.057308
belf1,capi1,-0.057316,0.057316
gray6,maro1,0.057334,0.057334
cast4,mwil7,-0.057349,0.057349
mwil5,elbe4,0.057358,0.057358
colu2,harv4,0.05736,0.05736
blan1,miss2,0.057369,0.057369
bros4,quan2,-0.05737,0.05737
humb1,kitc6,0.057374,0.057374
blan1,torr7,0.057384,0.057384
evan1,chal5,-0.057404,0.057404
kitc2,elli2,-0.057409,0.057409
bier3,belf1,0.057452,0.057452
colu2,cast4,0.057456,0.057456
cast1,demo2,-0.057495,0.057495
silv0,bier4,-0.057555,0.057555
miss2,colu2,-0.057563,0.057563
bros5,holy1,-0.057564,0.057564
cast4,capi1,-0.057575,0.057575
quan1,cule1,-0.057591,0.057591
bros3,chal5,0.057617,0.057617
elli3,kitc2,0.057628,0.057628
demo1,elbe4,-0.057635,0.057635
linc2,cnee3,-0.057639,0.057639
como0,colu6,-0.057643,0.057643
cast3,bier4,-0.057651,0.057651
capi1,humb3,0.057691,0.057691
lapl4,chal5,0.057735,0.057735
lapl4,humb3,0.057749,0.057749
ante1,linc2,0.057791,0.057791
kitc6,demo2,0.057801,0.057801
mwil7,elli2,0.057804,0.057804
cnee3,miss1,0.05781,0.05781
elbe1,lind2,-0.057818,0.057818
hand1,kitc6,0.057826,0.057826
evan4,chib1,-0.057852,0.057852
bros3,suns3,-0.057862,0.057862
lapl1,holy2,0.057865,0.057865
harv4,cnee3,-0.057967,0.057967
gray6,huro2,-0.057998,0.057998
prin1,bros4,0.058001,0.058001
huro1,chal1,-0.058028,0.058028
elbe2,colu6,0.058081,0.058081
gray3,mass1,0.058103,0.058103
gray1,harv4,-0.058146,0.058146
como0,belf1,-0.058155,0.058155
bier1,mwil5,0.058172,0.058172
bier1,wett1,0.058187,0.058187
elbe4,chal1,0.058196,0.058196
cpea2,bros6,0.058236,0.058236
ante1,huro1,-0.058239,0.058239
capi1,sher1,-0.058253,0.058253
cast1,sher2,-0.058264,0.058264
gray6,linc3,0.058331,0.058331
cast1,humb1,-0.058355,0.058355
mass2,cpea2,-0.058371,0.058371
huro1,demo2,0.058391,0.058391
bier3,colu2,-0.058399,0.058399
humb2,humb1,0.058426,0.058426
evan1,kitc6,-0.058467,0.058467
shav1,bros4,-0.05848,0.05848
harv3,colu6,0.058486,0.058486
bros5,nmar2,-0.058492,0.058492
belf8,kilp0,0.058518,0.058518
cast2,demo2,-0.058542,0.058542
bros4,eolu3,-0.058544,0.058544
demo1,linc2,-0.058563,0.058563
bros2,pike1,-0.058575,0.058575
chal1,cast4,-0.058581,0.058581
evan1,bros6,-0.058582,0.058582
cast1,cpea2,-0.0586,0.0586
chib1,shav4,-0.058631,0.058631
nava0,bros1,-0.058664,0.058664
mwil2,conu5,0.058667,0.058667
pyra1,elbe1,0.058678,0.058678
sher2,bros5,0.058696,0.058696
cast3,demo2,-0.058714,0.058714
hand3,kitc6,-0.058722,0.058722
elli2,bros1,0.058727,0.058727
belf8,lind2,-0.058741,0.058741
hand3,conu5,0.058761,0.058761
sanl1,cnee3,0.058792,0.058792
bros3,cule1,0.058802,0.058802
colu6,mass1,0.058854,0.058854
chib1,bros4,-0.058861,0.058861
torr4,bier4,0.058872,0.058872
kitc6,evan4,-0.05888,0.05888
evan1,eolu3,0.058886,0.058886
humb3,elli2,0.058896,0.058896
bier3,cast2,-0.058903,0.058903
demo2,mwil2,0.058922,0.058922
demo2,quan3,-0.058926,0.058926
bros5,bros4,0.058932,0.058932
lind2,hand3,0.058963,0.058963
harv1,como0,0.058972,0.058972
linc3,hand1,0.058981,0.058981
mass2,bier3,0.058982,0.058982
nava0,bros5,-0.058999,0.058999
quan4,cpea2,0.059013,0.059013
humb2,bros1,-0.059036,0.059036
bros4,cast3,-0.059057,0.059057
evan1,bros5,-0.059067,0.059067
bros5,conu5,-0.059073,0.059073
gray3,lind1,0.059101,0.059101
demo1,bros2,-0.059144,0.059144
sher2,colu6,-0.059152,0.059152
eldi3,pike1,0.059176,0.059176
quan2,cast1,-0.059177,0.059177
evan3,miss1,0.059208,0.059208
capi1,kitc6,0.059229,0.059229
humb3,elbe3,0.059231,0.059231
chib1,colu6,-0.059277,0.059277
cnee1,pike1,0.05929,0.05929
kitc2,gray6,-0.059302,0.059302
cast2,demo1,-0.059311,0.059311
huro2,bier3,0.059316,0.059316
litt6,elbe3,-0.059329,0.059329
colu2,evan1,0.059368,0.059368
linc2,evan4,-0.059369,0.059369
elli2,mwil5,0.059373,0.059373
bros3,pike1,0.059384,0.059384
elbe1,evan2,0.059412,0.059412
conu5,evan2,0.059441,0.059441
colu6,holy2,0.05945,0.05945
huro1,came1,-0.059566,0.059566
belf8,shav1,0.059596,0.059596
bier3,wett1,-0.05961,0.05961
evan4,lind1,0.059611,0.059611
quan3,chal1,0.059662,0.059662
long1,blan1,-0.059667,0.059667
evan2,mass1,-0.059686,0.059686
colu6,bros2,0.059705,0.059705
evan1,holy1,0.059713,0.059713
bier1,holy2,-0.059722,0.059722
evan1,bier1,0.059764,0.059764
elli3,litt6,0.059793,0.059793
mass2,chal1,0.059809,0.059809
eolu3,elli2,-0.059814,0.059814
elbe2,maro1,-0.059835,0.059835
evan4,elbe2,-0.05986,0.05986
miss1,bros4,0.059862,0.059862
torr2,belf1,-0.059869,0.059869
chal5,cast3,-0.059883,0.059883
cpea2,cast3,0.059913,0.059913
nmar2,chal1,0.059927,0.059927
cast4,eolu3,-0.059941,0.059941
chal5,hand2,0.059945,0.059945
lind2,gray1,0.059961,0.059961
cnee3,pike1,0.059975,0.059975
cast1,holy2,-0.059976,0.059976
bier3,tabe3w,0.060022,0.060022
elbe4,linc2,-0.060028,0.060028
cast2,gray8,0.060048,0.060048
belf8,gray1,-0.060072,0.060072
cast2,sher1,-0.060079,0.060079
neol4,bros5,0.060116,0.060116
humb3,bros2,0.06016,0.06016
prin1,chib1,0.060166,0.060166
cast2,holy2,-0.060171,0.060171
holy2,linc1,0.06019,0.06019
evan3,litt6,0.060205,0.060205
cast1,eolu3,-0.060214,0.060214
mass1,conu5,-0.060257,0.060257
bros5,cast4,-0.060258,0.060258
kitc3,harv3,-0.060259,0.060259
long1,conu1,-0.060264,0.060264
elbe2,conu5,-0.060271,0.060271
elbe3,miss1,-0.060305,0.060305
bros3,humb1,0.060311,0.060311
colu2,bros4,0.060323,0.060323
eldi4,lind1,0.060327,0.060327
cpea2,belf8,0.06033,0.06033
litt6,chal1,0.060336,0.060336
cpea2,cnee3,-0.060339,0.060339
gray8,kitc3,0.060353,0.060353
chib1,humb3,0.060365,0.060365
kitc6,evan1,-0.060379,0.060379
conu5,bros3,-0.060387,0.060387
elbe1,cnee1,0.060406,0.060406
cast2,conu5,-0.060416,0.060416
demo2,belf8,-0.060447,0.060447
bros1,mwil6,-0.06045,0.06045
miss3,elbe2,0.060489,0.060489
humb1,evan1,0.060492,0.060492
harv3,bros6,0.060494,0.060494
blan1,harv3,-0.060525,0.060525
cnee3,hand3,-0.060527,0.060527
lind3,bier1,-0.060536,0.060536
mwil2,chal1,0.060559,0.060559
lind1,harv1,0.060584,0.060584
ante1,bros1,0.060602,0.060602
linc3,humb1,-0.060652,0.060652
harv4,conu1,-0.060661,0.060661
elbe2,linc3,0.060673,0.060673
elli3,elbe3,-0.060709,0.060709
conu1,quan4,-0.060786,0.060786
bros3,gray8,0.060802,0.060802
capi1,cast1,0.060807,0.060807
holy1,linc1,0.060821,0.060821
belf8,evan4,-0.060841,0.060841
evan1,cast3,0.060949,0.060949
chib1,chal5,-0.060954,0.060954
harv1,came1,0.060979,0.060979
lapl1,elbe1,0.060983,0.060983
miss3,demo1,-0.061019,0.061019
humb2,chal5,-0.061044,0.061044
conu5,holy2,0.061064,0.061064
cast4,conu1,-0.061125,0.061125
cast2,nava0,0.061126,0.061126
miss2,belf8,-0.061156,0.061156
cast4,mass3,-0.061176,0.061176
bros3,mass3,0.061179,0.061179
chal1,hand3,0.061247,0.061247
kitc3,humb3,-0.061256,0.061256
harv4,gray6,-0.061258,0.061258
humb2,holy2,0.061288,0.061288
hand2,litt6,-0.061299,0.061299
cnee1,holy2,0.061327,0.061327
elbe2,lind3,-0.061334,0.061334
sher1,cast1,-0.061336,0.061336
como0,linc2,-0.061351,0.061351
eolu3,elbe1,-0.061353,0.061353
snow2,chal1,0.061356,0.061356
ante1,elli3,-0.061372,0.061372
demo2,elbe2,-0.061402,0.061402
elbe1,hand2,-0.061411,0.061411
cnee1,chal5,0.061422,0.061422
bros3,snef2,-0.061444,0.061444
elbe2,chal5,-0.061449,0.061449
holy2,cpea2,-0.061468,0.061468
gray1,elbe2,-0.061491,0.061491
sunl2,bros4,-0.061505,0.061505
elli2,came1,-0.061524,0.061524
linc2,elbe2,-0.061534,0.061534
elbe2,cast2,0.061543,0.061543
ante1,cnee3,-0.061553,0.061553
chal5,kitc3,0.061568,0.061568
lind1,gray3,0.061582,0.061582
kilp0,elbe4,0.061601,0.061601
belf8,torr10,-0.06161,0.06161
kitc6,elli2,0.061628,0.061628
cast4,cast3,0.061653,0.061653
gray6,gray1,0.061667,0.061667
blan1,bros5,0.061681,0.061681
bros2,tabe2,-0.061693,0.061693
belf8,linc3,-0.061701,0.061701
cnee3,linc2,0.061705,0.061705
ante1,prin1,-0.061744,0.061744
belf8,suns2,0.061761,0.061761
huro2,lapl4,0.061792,0.061792
holy1,kilp0,0.061819,0.061819
bros5,linc1,-0.061836,0.061836
colu2,sher3,0.061844,0.061844
quan3,cast2,-0.061846,0.061846
cnee3,colu6,-0.061858,0.061858
cast1,hand1,0.061864,0.061864
pikeeast,belf1,-0.061896,0.061896
evan4,linc1,-0.061897,0.061897
demo1,gray8,-0.061907,0.061907
redc1,belf1,-0.06191,0.06191
colu6,bros5,0.061915,0.061915
bros2,cnee3,-0.061923,0.061923
elbe2,chal1,-0.061935,0.061935
kilp0,demo2,0.061936,0.061936
belf8,evan1,-0.061946,0.061946
capi1,colu6,0.061993,0.061993
bros2,bier1,-0.061994,0.061994
cast4,kitc3,-0.062003,0.062003
neol4,bros1,0.062005,0.062005
cast2,elli3,-0.062029,0.062029
elli3,bros2,-0.06204,0.06204
cast3,hand2,-0.062046,0.062046
maro1,bier1,0.062074,0.062074
hand3,gray8,0.062105,0.062105
mass3,evan3,0.062137,0.062137
colu6,harv1,0.062145,0.062145
long1,elbe4,-0.062157,0.062157
bros1,snef1,-0.06218,0.06218
bros4,mwil6,-0.062252,0.062252
bier4,eldi4,0.062256,0.062256
mwil5,evan3,-0.062274,0.062274
sher1,chib1,-0.062334,0.062334
bros2,eldi4,-0.06234,0.06234
humb1,eldi4,0.062382,0.062382
gray8,cule1,0.06239,0.06239
bier1,humb3,-0.062427,0.062427
bros4,shav4,0.062431,0.062431
gray3,gray3,0.062436,0.062436
evan4,linc3,0.062472,0.062472
silv0,chal1,-0.062473,0.062473
bier1,capi1,0.062484,0.062484
evan1,bros1,-0.062485,0.062485
elli2,huro1,0.062492,0.062492
hand1,cast2,-0.062498,0.062498
quan3,cast4,0.062523,0.062523
capi1,mwil7,0.062574,0.062574
kitc3,bier4,0.062612,0.062612
cnee3,colu2,-0.062627,0.062627
holy1,elbe2,-0.062644,0.062644
cast3,kitc6,0.062658,0.062658
bier4,hand1,-0.062721,0.062721
mwil7,colu6,0.062722,0.062722
chib1,elli3,-0.06274,0.06274
elli3,bros1,-0.062809,0.062809
snef1,cnee1,0.062855,0.062855
kilp0,bier4,0.062865,0.062865
chal1,kitc6,0.062869,0.062869
lapl1,cpea2,0.062873,0.062873
lind1,cast4,-0.062881,0.062881
conu5,shav4,0.062902,0.062902
cast1,prin1,-0.06293,0.06293
cast1,neol4,0.062942,0.062942
harv3,long1,0.06297,0.06297
cast3,mass1,-0.062975,0.062975
gray1,conu5,-0.063029,0.063029
hand3,cast1,0.063033,0.063033
humb2,harv4,-0.063081,0.063081
harv4,holy2,-0.06315,0.06315
elbe3,miss2,-0.063167,0.063167
prin1,como0,-0.063205,0.063205
blan1,holy2,-0.06323,0.06323
bier3,lind3,-0.063235,0.063235
como0,lind3,-0.063241,0.063241
holy2,kitc6,-0.063266,0.063266
chal1,mwil7,-0.063288,0.063288
cast2,quan4,0.063291,0.063291
lind2,chib1,0.063296,0.063296
cast3,miss2,-0.06331,0.06331
demo2,bros4,-0.063315,0.063315
blan1,snef1,0.06332,0.06332
belf8,linc2,-0.063323,0.063323
como0,mwil7,0.063332,0.063332
cnee1,evan3,0.063334,0.063334
ante1,belf8,-0.063339,0.063339
miss3,elbe1,0.06335,0.06335
bros5,kilp0,-0.063375,0.063375
cnee3,quan2,-0.063396,0.063396
shav4,chal1,-0.063398,0.063398
came1,tabe3w,-0.063402,0.063402
chal5,snow2,0.063406,0.063406
demo2,gray3,-0.06341,0.06341
demo1,evan2,-0.063446,0.063446
harv1,maro1,0.063456,0.063456
bier3,demo2,-0.063465,0.063465
cast3,miss1,0.063485,0.063485
cnee3,hand1,-0.063487,0.063487
belf8,oxfo2,0.063491,0.063491
gray8,bros5,-0.063492,0.063492
suns4,bier3,-0.063501,0.063501
capi1,harv1,0.063502,0.063502
hand3,blan1,0.063524,0.063524
cast3,conu5,0.063536,0.063536
snef2,cast2,0.063538,0.063538
evan1,kilp0,0.06354,0.06354
evan3,hand1,0.063541,0.063541
belf8,harv3,-0.06356,0.06356
elli3,mass3,-0.063577,0.063577
lind3,elbe4,-0.063604,0.063604
elbe4,gray6,-0.063621,0.063621
mass2,como0,0.063636,0.063636
cpea2,gray6,-0.063652,0.063652
elli3,elbe1,-0.063669,0.063669
lind3,hand1,0.063675,0.063675
cpea2,linc3,0.063677,0.063677
lapl4,gray1,0.063685,0.063685
bier4,linc3,-0.063715,0.063715
cnee3,chib1,-0.063732,0.063732
belf1,wind1,-0.063789,0.063789
quan1,bier4,-0.0638,0.0638
huro1,capi1,-0.063842,0.063842
mass1,blan1,-0.06385,0.06385
mwil6,belf1,0.063854,0.063854
sher3,cnee3,0.063883,0.063883
hand3,eldi3,0.0639,0.0639
elli3,bier3,-0.063914,0.063914
capi1,evan3,0.063993,0.063993
miss2,elli3,-0.063994,0.063994
bros2,elbe1,-0.064016,0.064016
quan2,cpea2,-0.064095,0.064095
wind1,belf8,0.064113,0.064113
bier1,snow2,0.064123,0.064123
bros1,mwil2,0.064127,0.064127
bros4,nmar2,-0.064142,0.064142
kitc2,huro2,-0.06422,0.06422
elbe1,neol4,-0.064249,0.064249
evan3,gray1,-0.064257,0.064257
linc3,bros1,-0.064277,0.064277
cnee1,bros6,0.06429,0.06429
bros1,quan2,-0.064345,0.064345
capi1,litt6,0.064369,0.064369
elli2,holy2,0.064382,0.064382
gray8,cast3,0.064398,0.064398
evan1,bros2,0.064411,0.064411
suns4,bros4,-0.064499,0.064499
lind2,cast3,-0.064502,0.064502
hand1,cpea2,-0.064506,0.064506
elbe4,elbe3,0.064507,0.064507
snef2,bros4,0.064536,0.064536
cnee1,eldi4,-0.064556,0.064556
chal5,mwil6,-0.064589,0.064589
nmar2,cule1,0.064594,0.064594
pyra1,chal1,0.064614,0.064614
mwil7,cast2,0.064615,0.064615
chal1,sunl2,0.064708,0.064708
miss1,bros6,-0.064715,0.064715
cast3,evan1,0.06472,0.06472
cast2,pikeeast,-0.064746,0.064746
elli2,eldi4,-0.064838,0.064838
ante1,miss1,0.064866,0.064866
ante1,cast2,-0.06487,0.06487
lind1,cnee1,0.064918,0.064918
came1,chib1,-0.064923,0.064923
quan4,cast1,0.064949,0.064949
cast2,maro1,0.065021,0.065021
mwil6,elbe4,0.065071,0.065071
ante1,torr2,-0.06508,0.06508
conu5,mass1,-0.065093,0.065093
cast1,redc1,0.065107,0.065107
holy2,harv4,0.065108,0.065108
cnee3,gray8,-0.065109,0.065109
mass3,cule1,-0.065143,0.065143
holy1,eldi4,0.065155,0.065155
gray6,came1,0.065173,0.065173
chal1,blan1,-0.065176,0.065176
conu1,huro2,-0.065201,0.065201
miss2,bier4,-0.065211,0.065211
pikeeast,como0,-0.065232,0.065232
mass3,chal5,0.065255,0.065255
elli3,demo2,-0.06529,0.06529
harv4,kitc6,0.065291,0.065291
belf1,elbe1,-0.06531,0.06531
cnee3,elbe1,-0.065346,0.065346
elbe2,cast1,-0.065353,0.065353
