Route 1,Route 2,Difference Raw,Difference Score
bros5,evan1,-0.082184,0.082184
elbe2,lind1,-0.082188,0.082188
mwil5,cast2,-0.082211,0.082211
bros2,como0,-0.082243,0.082243
bier1,chal5,0.082249,0.082249
demo1,cnee1,-0.082255,0.082255
bier4,holy1,-0.082316,0.082316
quan2,cnee3,-0.082332,0.082332
cpea2,evan1,0.082356,0.082356
elbe1,maro1,-0.08236,0.08236
demo2,gray1,-0.082378,0.082378
belf1,conu1,-0.082405,0.082405
lind1,elbe3,0.082423,0.082423
lind2,colu2,0.082424,0.082424
bier1,eldi3,0.082431,0.082431
litt6,belf1,0.082443,0.082443
elbe1,como0,0.082451,0.082451
kitc2,holy1,-0.082457,0.082457
harv1,linc3,0.082484,0.082484
capi1,suns4,0.082511,0.082511
cnee1,chal1,0.082517,0.082517
came1,bros1,-0.082522,0.082522
kitc2,bros3,-0.082548,0.082548
prin1,belf1,-0.08255,0.08255
mass1,conu1,0.082603,0.082603
demo2,bier3,-0.082607,0.082607
humb1,lind2,0.082631,0.082631
evan4,elbe4,0.082649,0.082649
silv0,chal5,0.082656,0.082656
holy1,hand2,0.08266,0.08266
evan3,harv1,0.082668,0.082668
miss1,cast3,-0.0827,0.0827
humb2,cnee3,-0.082707,0.082707
cnee3,lind1,-0.08274,0.08274
chal5,demo2,-0.082749,0.082749
evan3,chal5,0.082793,0.082793
gray6,cast1,-0.082818,0.082818
nmar2,elbe4,0.082831,0.082831
elbe4,linc1,0.082833,0.082833
pike1,cast1,-0.082837,0.082837
prin1,bier4,-0.082885,0.082885
bier3,long1,-0.082892,0.082892
oxfo2,como0,-0.082901,0.082901
belf1,chal1,-0.082909,0.082909
evan1,evan1,-0.082914,0.082914
elli3,harv4,-0.082922,0.082922
cast4,humb1,-0.08298,0.08298
colu6,came1,-0.082982,0.082982
cnee3,long1,-0.083075,0.083075
eolu3,mass3,0.0831,0.0831
colu6,eolu3,0.08312,0.08312
lapl1,kitc2,0.083122,0.083122
miss3,cpea2,-0.083133,0.083133
cast3,linc2,-0.083198,0.083198
capi1,blan1,0.083218,0.083218
came1,tabe2,-0.083228,0.083228
conu5,colu2,-0.083253,0.083253
elli3,humb2,-0.083257,0.083257
humb2,evan3,-0.083303,0.083303
harv4,huro1,0.083333,0.083333
lind1,cule1,0.083348,0.083348
harv4,chal5,-0.083437,0.083437
hand1,conu5,-0.083474,0.083474
redc1,bros5,-0.083503,0.083503
miss1,belf8,-0.083527,0.083527
eolu3,bros2,-0.08358,0.08358
holy1,gray1,0.083585,0.083585
belf1,wils1,-0.083615,0.083615
suns3,bros2,-0.08362,0.08362
cule1,elli3,-0.083672,0.083672
conu1,miss2,-0.08369,0.08369
elbe4,capi1,0.083703,0.083703
sher3,colu2,0.083709,0.083709
capi1,capi1,0.083722,0.083722
mwil6,came1,0.083741,0.083741
gray6,conu5,0.083774,0.083774
came1,blan1,-0.083823,0.083823
hand2,long1,0.08383,0.08383
linc3,bros3,-0.083934,0.083934
huro2,eldi4,0.083939,0.083939
quan3,capi1,-0.083961,0.083961
cpea2,holy1,0.083978,0.083978
colu2,long1,0.083991,0.083991
evan4,lapl1,-0.084011,0.084011
suns4,came1,-0.084037,0.084037
lind1,colu6,0.084045,0.084045
sanl1,cule1,0.08405,0.08405
nava0,conu1,0.084052,0.084052
mwil6,bros3,0.084076,0.084076
kilp0,bros6,0.084149,0.084149
kitc2,bros2,-0.084169,0.084169
chib1,pikeeast,-0.084181,0.084181
cnee1,colu2,0.084193,0.084193
hand2,humb1,-0.084203,0.084203
belf1,cast4,-0.08421,0.08421
holy1,eolu3,0.084282,0.084282
kitc2,harv1,0.084321,0.084321
long1,elli3,0.084327,0.084327
conu1,redc1,0.084343,0.084343
holy1,bros2,0.084406,0.084406
bier3,linc2,-0.08443,0.08443
quan2,chal5,0.084445,0.084445
conu1,kitc3,0.084524,0.084524
bros5,bros5,-0.084539,0.084539
gray3,cpea2,0.084543,0.084543
bier1,miss3,-0.084568,0.084568
elbe4,lind3,-0.08457,0.08457
cnee1,bros3,0.08461,0.08461
elli2,pike1,0.084631,0.084631
blan1,harv4,0.084761,0.084761
chal1,humb1,-0.084762,0.084762
gray6,bros1,0.084768,0.084768
mass1,demo2,-0.084799,0.084799
demo2,belf1,-0.084817,0.084817
kitc6,cast4,-0.084826,0.084826
mwil7,conu1,0.084837,0.084837
cnee1,shav1,0.084839,0.084839
eldi4,lapl4,0.084869,0.084869
huro1,humb3,0.084886,0.084886
belf1,sunl2,0.084931,0.084931
redc1,bros2,-0.085002,0.085002
lapl4,cast4,-0.085005,0.085005
elbe1,lind1,0.085043,0.085043
demo2,hand1,-0.085073,0.085073
bros2,elbe2,-0.085111,0.085111
harv3,gray1,0.085117,0.085117
huro1,bros1,-0.085126,0.085126
shav1,cast1,0.085142,0.085142
humb2,harv1,-0.085196,0.085196
bros2,linc3,-0.085206,0.085206
bros2,huro1,0.085214,0.085214
gray1,bier1,-0.085257,0.085257
miss2,cnee3,0.085298,0.085298
long1,evan3,-0.085312,0.085312
came1,redc1,0.085318,0.085318
maro1,hand3,0.085356,0.085356
blan1,mass3,-0.085371,0.085371
silv0,belf8,-0.085377,0.085377
como0,sher1,-0.085388,0.085388
quan1,cast1,-0.085393,0.085393
lind2,bier1,0.085403,0.085403
bier4,elbe3,-0.085449,0.085449
linc3,bier1,-0.085472,0.085472
cast1,cnee1,-0.085476,0.085476
gray3,bros2,0.085537,0.085537
quan4,colu2,-0.085539,0.085539
mass3,bier4,0.085556,0.085556
bier1,humb1,0.085564,0.085564
cast3,elli3,-0.085584,0.085584
colu6,sher2,0.085597,0.085597
bros5,eldi4,-0.085602,0.085602
harv1,gray3,0.085603,0.085603
ante1,wils1,-0.085616,0.085616
ante1,nava0,-0.08563,0.08563
bier4,cast4,-0.085631,0.085631
evan3,demo2,0.085648,0.085648
mass2,evan2,-0.085657,0.085657
demo2,linc3,-0.085669,0.085669
demo1,cast4,-0.085673,0.085673
humb3,capi1,0.08572,0.08572
evan1,mass3,-0.085752,0.085752
pikeeast,elbe3,-0.085767,0.085767
elbe2,hand1,-0.085781,0.085781
nava0,bier4,0.085782,0.085782
cpea2,shav1,0.085817,0.085817
cast3,bier3,0.08582,0.08582
bier4,neol4,-0.085821,0.085821
huro2,elbe2,0.085829,0.085829
cast4,gray1,-0.085835,0.085835
pyra1,conu5,-0.085874,0.085874
colu2,lind1,0.085881,0.085881
shav4,belf8,0.085894,0.085894
gray8,litt6,0.085903,0.085903
elbe1,cast3,0.085913,0.085913
cast4,mass2,-0.085959,0.085959
huro1,elbe2,-0.086055,0.086055
chal5,holy2,-0.086063,0.086063
silv0,bros4,0.086067,0.086067
eldi3,nava0,0.086083,0.086083
oxfo2,belf1,-0.086131,0.086131
hand1,demo2,-0.086169,0.086169
evan2,hand1,-0.086182,0.086182
bros4,torr4,-0.086289,0.086289
shav1,bros1,-0.086302,0.086302
harv4,kitc3,-0.086305,0.086305
oxfo2,elbe4,-0.086312,0.086312
ante1,evan2,0.086334,0.086334
bier1,torr4,-0.086365,0.086365
huro1,eldi4,-0.08639,0.08639
harv4,cast4,-0.086397,0.086397
blan1,elbe3,0.086547,0.086547
conu5,gray8,-0.086567,0.086567
evan3,bros5,0.086642,0.086642
cast4,mwil2,-0.086656,0.086656
linc2,huro1,-0.086662,0.086662
bros3,mass2,0.086676,0.086676
bros3,torr2,0.08669,0.08669
hand1,harv1,-0.086765,0.086765
lapl4,harv4,-0.086803,0.086803
came1,kitc3,-0.086854,0.086854
mass2,bros2,-0.086874,0.086874
quan1,bros6,-0.086892,0.086892
como0,bros2,-0.086909,0.086909
eolu3,conu1,-0.086913,0.086913
conu5,eldi3,0.086953,0.086953
evan1,evan4,-0.086969,0.086969
quan2,bros6,-0.086999,0.086999
harv3,evan1,0.087007,0.087007
lind1,bier3,0.087024,0.087024
eldi3,miss2,0.087081,0.087081
came1,cnee3,-0.087083,0.087083
lind3,bros5,0.087095,0.087095
kitc2,evan4,-0.087123,0.087123
blan1,tabe3w,-0.087168,0.087168
kitc2,hand3,0.087182,0.087182
holy2,holy2,0.087223,0.087223
hand2,kitc6,0.087241,0.087241
bros2,sher3,-0.087243,0.087243
humb3,chal5,0.087258,0.087258
holy1,chal5,0.087261,0.087261
cast2,chib1,-0.087291,0.087291
mwil2,gray1,0.087302,0.087302
quan2,chal1,0.087306,0.087306
bier1,eldi4,0.08735,0.08735
mass3,hand2,0.087395,0.087395
belf8,bier1,0.087417,0.087417
chal5,evan4,0.087457,0.087457
belf1,elbe3,-0.08747,0.08747
harv1,evan2,0.087493,0.087493
quan1,demo1,0.087538,0.087538
demo2,mass3,-0.087562,0.087562
cast4,neol4,-0.087582,0.087582
kitc6,holy1,-0.087664,0.087664
pike1,bier3,-0.087719,0.087719
nmar2,cnee1,0.087749,0.087749
conu1,nmar2,0.087754,0.087754
sher2,bros1,-0.087787,0.087787
bros4,colu2,-0.08781,0.08781
chal1,oxfo2,-0.08783,0.08783
eolu3,harv3,-0.087841,0.087841
como0,elli3,-0.087864,0.087864
evan2,lind1,-0.087912,0.087912
cnee1,mass1,0.087958,0.087958
shav1,capi1,0.088003,0.088003
harv4,cast3,-0.088018,0.088018
elli3,miss1,0.088019,0.088019
conu5,long1,0.088031,0.088031
miss3,evan2,-0.088051,0.088051
kitc3,kitc2,-0.088164,0.088164
eolu3,humb1,-0.088176,0.088176
cnee3,quan3,0.088201,0.088201
blan1,elli3,0.088223,0.088223
harv4,belf1,-0.088255,0.088255
chib1,gray6,0.088277,0.088277
gray8,eldi3,-0.088338,0.088338
prin1,conu1,0.088392,0.088392
kilp0,bros5,0.088425,0.088425
linc2,cast1,-0.088501,0.088501
chal5,mwil2,0.088535,0.088535
blan1,bier4,0.088569,0.088569
conu1,mwil2,-0.088589,0.088589
elbe2,nava0,-0.08862,0.08862
blan1,colu6,0.08864,0.08864
hand1,huro2,-0.088658,0.088658
hand1,kilp0,0.088698,0.088698
bier3,linc3,-0.088706,0.088706
cast4,elbe1,-0.088756,0.088756
chal1,gray1,0.088758,0.088758
bros4,holy1,-0.088765,0.088765
belf8,elbe3,-0.088822,0.088822
cpea2,demo1,-0.088836,0.088836
blan1,torr10,0.08887,0.08887
quan3,conu5,-0.088879,0.088879
kitc6,chib1,-0.088882,0.088882
silv0,bros3,0.088929,0.088929
evan4,miss1,-0.08893,0.08893
lind3,holy2,0.088933,0.088933
bros5,holy2,-0.088935,0.088935
bier4,bros5,-0.088947,0.088947
demo1,eldi3,-0.089006,0.089006
gray8,hand2,0.089021,0.089021
conu1,elbe3,-0.089025,0.089025
bier1,evan2,0.089027,0.089027
colu2,bier1,0.089077,0.089077
bros6,holy2,-0.089088,0.089088
hand2,humb3,-0.089101,0.089101
quan4,chal1,-0.08912,0.08912
chal5,nmar2,-0.089131,0.089131
bier4,suns3,-0.089157,0.089157
lapl4,holy1,0.089235,0.089235
sher1,colu6,-0.089241,0.089241
holy2,cnee1,0.08926,0.08926
cast4,bros3,-0.089269,0.089269
came1,chal5,-0.089293,0.089293
evan1,cast1,-0.089355,0.089355
bier1,bros2,0.089372,0.089372
hand3,elbe4,0.089397,0.089397
cnee1,kitc2,-0.089401,0.089401
hand3,long1,0.089412,0.089412
redc1,conu1,0.089428,0.089428
bier1,conu5,0.089443,0.089443
pyra1,cnee3,-0.089455,0.089455
bros1,unco1,-0.089474,0.089474
gray1,gray8,-0.089518,0.089518
hand2,bros5,-0.089538,0.089538
came1,linc1,-0.089549,0.089549
sher2,bros2,0.089568,0.089568
eldi3,belf1,-0.089576,0.089576
colu2,conu1,0.08959,0.08959
pike1,bros2,-0.089609,0.089609
conu5,miss2,-0.089636,0.089636
nmar2,came1,0.089641,0.089641
bier1,torr5,0.089673,0.089673
belf1,demo2,-0.08968,0.08968
linc3,bier3,-0.089748,0.089748
como0,cast2,-0.089776,0.089776
demo2,miss1,0.089794,0.089794
chal1,mwil5,0.089836,0.089836
elbe2,harv1,-0.089837,0.089837
cnee1,lind3,0.089848,0.089848
gray1,harv1,-0.089853,0.089853
bros5,mwil2,-0.089863,0.089863
capi1,lind3,0.089866,0.089866
como0,harv1,-0.089872,0.089872
capi1,suns3,0.089881,0.089881
demo1,kitc2,-0.089934,0.089934
belf1,miss1,-0.089936,0.089936
bier1,suns4,-0.089947,0.089947
kilp0,cast3,0.089963,0.089963
long1,elbe1,-0.089978,0.089978
belf8,torr2,0.089987,0.089987
elli2,chib1,-0.090022,0.090022
bier3,evan3,-0.090037,0.090037
evan2,huro1,-0.090077,0.090077
conu1,miss1,-0.090088,0.090088
hand2,kitc3,0.090103,0.090103
humb2,lapl1,-0.090114,0.090114
chib1,silv0,-0.090117,0.090117
linc2,belf1,-0.090124,0.090124
chib1,lapl1,-0.090131,0.090131
gray8,lind3,-0.090135,0.090135
torr7,bros2,0.090141,0.090141
came1,nmar2,-0.090145,0.090145
bier4,torr4,-0.090155,0.090155
pyra1,cpea2,0.090164,0.090164
cast1,oxfo2,-0.090182,0.090182
conu5,mwil7,0.090196,0.090196
bros5,nava0,-0.090198,0.090198
conu1,conu1,-0.090203,0.090203
miss2,bros2,-0.090238,0.090238
demo1,lapl4,-0.090269,0.090269
silv0,bier3,-0.090276,0.090276
lapl4,hand1,-0.090384,0.090384
eldi3,holy2,0.090417,0.090417
elbe1,holy2,-0.090493,0.090493
quan4,colu6,0.090499,0.090499
belf1,shav1,-0.090532,0.090532
hand2,holy2,-0.090601,0.090601
humb3,eolu3,0.090603,0.090603
cnee3,capi1,-0.090608,0.090608
conu1,neol4,0.090616,0.090616
bros4,demo2,-0.090677,0.090677
conu1,como0,-0.090688,0.090688
chal5,pyra1,0.0907,0.0907
huro2,evan4,0.090712,0.090712
hand2,bier1,-0.090715,0.090715
blan1,sunl2,-0.09075,0.09075
bier4,bros4,-0.090763,0.090763
colu2,miss3,0.090764,0.090764
bros4,linc1,-0.090773,0.090773
eldi3,bier1,0.090789,0.090789
sher3,chal1,0.09079,0.09079
bier3,evan2,-0.090806,0.090806
gray8,gray3,0.090911,0.090911
quan1,chib1,0.09095,0.09095
harv4,harv3,-0.090972,0.090972
bros3,bros2,0.090987,0.090987
gray6,cnee3,0.091078,0.091078
evan2,cnee1,-0.091155,0.091155
bier3,kitc6,0.091165,0.091165
cnee1,sanl1,-0.091199,0.091199
shav1,bros3,-0.091201,0.091201
holy2,bros3,0.091267,0.091267
bros1,mass1,-0.091312,0.091312
mwil7,evan2,0.091358,0.091358
litt6,bros4,0.09137,0.09137
suns4,capi1,-0.091406,0.091406
cast2,sher2,0.091517,0.091517
humb3,bros1,0.091531,0.091531
cpea2,elbe2,-0.091541,0.091541
bier3,tabe2,-0.091574,0.091574
huro2,elli3,0.091637,0.091637
bier3,linc1,-0.091666,0.091666
colu2,mass1,0.091689,0.091689
torr2,belf8,0.091728,0.091728
harv1,elbe1,-0.091756,0.091756
ante1,conu5,-0.091774,0.091774
silv0,belf1,-0.091775,0.091775
sher3,came1,0.091788,0.091788
kitc3,came1,-0.091789,0.091789
gray3,colu2,0.091848,0.091848
bros4,colu6,0.091864,0.091864
harv3,harv1,0.09189,0.09189
quan2,capi1,-0.091898,0.091898
como0,nava0,-0.091909,0.091909
bier3,elli3,-0.091911,0.091911
conu5,kitc3,0.091926,0.091926
blan1,prin1,0.091988,0.091988
cast2,nmar2,-0.091998,0.091998
chal1,quan1,0.092001,0.092001
elbe4,cpea2,0.092019,0.092019
humb1,belf8,-0.092021,0.092021
kitc2,gray3,-0.092022,0.092022
came1,quan4,-0.092038,0.092038
cast1,bros4,-0.09207,0.09207
humb2,harv3,0.09216,0.09216
elbe2,cnee3,-0.092223,0.092223
harv3,demo2,-0.092242,0.092242
ante1,chal5,-0.092278,0.092278
huro2,elbe3,0.092334,0.092334
lapl4,demo2,0.092353,0.092353
mwil6,cnee1,0.092356,0.092356
harv1,harv3,0.092375,0.092375
colu2,lind2,0.092386,0.092386
humb3,cpea2,0.092398,0.092398
belf1,snow2,-0.092425,0.092425
chal5,lind2,0.09243,0.09243
huro2,belf8,0.092458,0.092458
cast4,mass1,-0.092464,0.092464
miss3,blan1,-0.092466,0.092466
demo2,prin1,-0.09248,0.09248
colu2,elli3,0.09251,0.09251
unco1,bier1,0.092547,0.092547
linc3,gray8,-0.092616,0.092616
bros3,sher2,0.092626,0.092626
colu6,redc1,0.092678,0.092678
shav1,blan1,-0.0927,0.0927
gray6,eldi3,0.092701,0.092701
elbe4,harv3,-0.092703,0.092703
sher2,chib1,-0.092705,0.092705
linc3,belf8,-0.092708,0.092708
maro1,bros5,0.092711,0.092711
torr5,bier3,-0.092725,0.092725
maro1,hand2,0.092726,0.092726
elli2,colu2,-0.092727,0.092727
como0,bros3,0.092766,0.092766
demo1,quan1,0.092776,0.092776
ante1,linc1,0.092778,0.092778
bier1,quan2,0.092791,0.092791
bros4,sher1,-0.09281,0.09281
harv3,gray6,0.092815,0.092815
redc1,cast3,0.092839,0.092839
humb1,colu6,0.092843,0.092843
bros5,tabe2,0.092847,0.092847
mass1,como0,0.092867,0.092867
mass1,bros6,-0.092933,0.092933
bros1,kitc2,-0.092935,0.092935
evan3,conu1,0.092952,0.092952
demo1,huro1,0.092957,0.092957
ante1,wind1,-0.092985,0.092985
bros5,miss1,0.093028,0.093028
cnee1,bier4,0.093043,0.093043
elbe4,lapl4,0.093096,0.093096
pikeeast,elbe4,-0.093137,0.093137
bros2,torr4,-0.093179,0.093179
gray1,miss1,0.093193,0.093193
bros2,mass3,-0.093194,0.093194
litt6,holy1,0.093209,0.093209
pyra1,bier4,0.093282,0.093282
bier3,lapl4,-0.093287,0.093287
neol4,bros3,0.093294,0.093294
harv1,gray8,0.0933,0.0933
kilp0,eldi4,0.093308,0.093308
cast1,sher3,0.093333,0.093333
evan4,evan3,-0.093344,0.093344
colu2,huro2,-0.093367,0.093367
gray1,gray1,0.093374,0.093374
quan3,cast1,0.093395,0.093395
quan2,bros5,-0.093397,0.093397
huro2,colu2,-0.093419,0.093419
gray3,eldi4,0.09347,0.09347
harv3,evan2,0.093512,0.093512
kitc2,evan3,-0.093521,0.093521
bier3,hand3,-0.093524,0.093524
belf8,sher1,-0.093528,0.093528
cast3,bros3,0.093548,0.093548
harv1,linc2,-0.093554,0.093554
cnee1,cpea2,0.093556,0.093556
hand1,long1,-0.093576,0.093576
ante1,chal1,-0.09358,0.09358
quan4,belf1,0.093617,0.093617
harv3,bros4,0.093636,0.093636
humb1,elli3,0.09367,0.09367
colu6,prin1,0.093675,0.093675
cast3,elbe3,-0.093709,0.093709
gray8,linc1,-0.093717,0.093717
evan4,came1,-0.093721,0.093721
chal1,lind3,0.093731,0.093731
miss1,hand1,-0.093738,0.093738
holy2,lind2,0.093744,0.093744
cast1,linc1,-0.093775,0.093775
quan1,chal5,0.093811,0.093811
mwil6,colu6,0.093856,0.093856
blan1,nmar2,0.093878,0.093878
cast2,bros3,-0.093886,0.093886
eldi3,colu2,0.093922,0.093922
bier3,bier1,0.093977,0.093977
harv1,evan3,0.093997,0.093997
harv3,linc1,-0.094039,0.094039
conu1,cnee1,-0.094106,0.094106
harv1,bros5,0.094122,0.094122
snef1,cast1,-0.094154,0.094154
lapl1,demo1,0.094161,0.094161
capi1,bier1,0.094177,0.094177
evan4,cnee1,-0.094212,0.094212
miss3,cule1,0.094222,0.094222
elbe1,demo2,0.094229,0.094229
kilp0,bier3,0.094236,0.094236
mwil5,elbe3,-0.094239,0.094239
lapl4,conu5,0.094243,0.094243
miss3,cast4,-0.094261,0.094261
linc3,belf1,-0.094329,0.094329
lind2,bros6,0.09433,0.09433
cast4,miss2,-0.094354,0.094354
linc1,gray1,-0.094356,0.094356
mwil2,eolu3,0.094383,0.094383
bros4,bros1,-0.094449,0.094449
kitc3,cast3,-0.094484,0.094484
humb2,cule1,-0.094529,0.094529
gray6,miss3,0.094539,0.094539
holy1,cast1,0.094566,0.094566
evan3,eolu3,0.094575,0.094575
gray8,belf8,0.094619,0.094619
bros3,linc2,0.094663,0.094663
bier1,pikeeast,0.094681,0.094681
humb1,bier4,-0.094726,0.094726
cnee1,mwil5,0.09473,0.09473
bros3,elbe1,0.094759,0.094759
cnee1,quan1,-0.09478,0.09478
elli2,evan3,0.094842,0.094842
eolu3,mwil6,0.094869,0.094869
long1,elbe3,-0.094877,0.094877
humb1,belf1,0.094905,0.094905
mass1,eldi3,0.095032,0.095032
eolu3,hand2,0.09505,0.09505
kitc3,eldi4,-0.09508,0.09508
quan3,bier1,-0.095088,0.095088
kilp0,como0,0.095103,0.095103
prin1,bros6,-0.095123,0.095123
evan4,holy1,-0.095139,0.095139
colu2,quan4,-0.095165,0.095165
pyra1,belf1,0.095172,0.095172
huro2,huro1,-0.095217,0.095217
elbe4,mass2,0.095261,0.095261
elbe1,linc3,0.095306,0.095306
gray3,mwil2,0.095309,0.095309
huro2,capi1,0.095313,0.095313
cnee3,miss3,-0.095314,0.095314
hand3,huro2,0.095348,0.095348
colu2,hand3,0.095365,0.095365
mwil2,elbe3,0.095381,0.095381
humb2,bros2,-0.095396,0.095396
belf8,cnee3,-0.095416,0.095416
elli3,kitc6,-0.095496,0.095496
quan1,bier1,-0.095507,0.095507
bros6,demo1,-0.095533,0.095533
miss2,cnee1,0.095561,0.095561
miss1,bier3,-0.095577,0.095577
cast2,lapl4,-0.095591,0.095591
snow2,bros6,-0.095653,0.095653
cnee1,mass3,0.095655,0.095655
elli2,humb2,0.09567,0.09567
redc1,cast2,0.095701,0.095701
belf1,evan1,0.095703,0.095703
eldi3,bier3,0.095709,0.095709
elli2,blan1,0.095721,0.095721
nava0,cnee1,-0.09578,0.09578
gray8,humb1,0.095793,0.095793
snow1,cast4,0.095794,0.095794
capi1,redc1,0.095817,0.095817
harv4,holy1,-0.095871,0.095871
lind1,came1,0.095951,0.095951
tabe3w,bros1,-0.095958,0.095958
chal1,linc3,-0.095963,0.095963
cpea2,harv3,0.096028,0.096028
torr4,bros5,0.096077,0.096077
came1,cule1,0.09609,0.09609
shav4,belf1,0.096158,0.096158
lind2,humb1,0.096169,0.096169
demo1,mwil6,0.096187,0.096187
holy1,cpea2,0.096188,0.096188
bier3,sher2,-0.096241,0.096241
bros5,sher3,0.096258,0.096258
chib1,bros1,-0.096275,0.096275
harv4,bros1,-0.096307,0.096307
humb2,evan1,-0.096324,0.096324
cnee1,litt6,0.096352,0.096352
colu2,demo1,0.096359,0.096359
long1,demo2,-0.096376,0.096376
evan3,mwil7,0.096413,0.096413
harv4,cast1,0.096434,0.096434
cnee1,evan1,0.096477,0.096477
harv3,cnee1,0.096491,0.096491
linc1,elbe3,-0.096522,0.096522
nmar2,elli2,0.096558,0.096558
gray1,linc3,0.096604,0.096604
ante1,mass1,-0.09661,0.09661
cast1,silv0,-0.096614,0.096614
huro1,kitc6,0.096656,0.096656
bros3,holy2,0.096671,0.096671
gray8,harv1,0.096719,0.096719
mass1,cast1,0.096762,0.096762
cule1,mwil6,-0.096773,0.096773
chal5,belf1,0.096779,0.096779
humb3,kitc6,0.096813,0.096813
huro1,demo1,0.096836,0.096836
ante1,elbe4,-0.09684,0.09684
cpea2,linc1,0.096855,0.096855
demo2,holy2,-0.096895,0.096895
elli2,chal5,0.096905,0.096905
cpea2,cast2,0.096906,0.096906
came1,suns2,-0.096956,0.096956
kitc3,gray3,-0.096973,0.096973
harv1,cnee3,0.096977,0.096977
elbe4,holy2,0.096992,0.096992
colu6,linc1,0.097011,0.097011
cast3,humb3,-0.097023,0.097023
blan1,chib1,0.097073,0.097073
eldi4,huro1,0.097108,0.097108
neol4,cast2,0.09712,0.09712
belf8,miss2,-0.097121,0.097121
harv1,kitc3,-0.097135,0.097135
linc3,bros4,0.097199,0.097199
cnee3,belf8,-0.097202,0.097202
torr7,bier1,0.097222,0.097222
bier4,wett1,-0.097236,0.097236
chal5,linc2,-0.097265,0.097265
demo2,como0,-0.097271,0.097271
linc3,eldi4,-0.097283,0.097283
belf1,wett1,-0.097343,0.097343
harv4,harv1,-0.09737,0.09737
colu6,cast1,0.097384,0.097384
hand3,conu1,0.097385,0.097385
gray8,gray6,0.097416,0.097416
linc2,blan1,-0.097428,0.097428
bros2,conu1,0.097431,0.097431
conu1,eolu3,-0.097439,0.097439
eldi4,holy2,0.097443,0.097443
elbe1,miss2,0.097471,0.097471
cast4,sher3,-0.097472,0.097472
evan1,bros4,-0.09748,0.09748
harv3,belf1,0.097485,0.097485
chib1,snef1,-0.097486,0.097486
humb1,gray3,0.097497,0.097497
gray8,cast1,0.09754,0.09754
blan1,evan4,0.097586,0.097586
kitc3,bier3,0.097599,0.097599
mass3,bier1,0.097606,0.097606
harv3,kitc2,-0.09762,0.09762
bros3,colu6,0.097626,0.097626
cast4,came1,-0.097702,0.097702
miss2,elbe1,0.097727,0.097727
bros5,como0,-0.097731,0.097731
snef1,bros4,-0.097735,0.097735
demo2,elbe3,-0.097762,0.097762
conu5,huro2,-0.097769,0.097769
bros5,bros1,0.097773,0.097773
lind1,humb2,0.09779,0.09779
demo1,blan1,-0.097802,0.097802
cast1,lind1,-0.097831,0.097831
como0,shav1,-0.097845,0.097845
capi1,kitc3,0.097854,0.097854
como0,huro2,-0.097859,0.097859
bier1,colu2,0.097876,0.097876
bier1,elbe3,-0.097935,0.097935
capi1,conu5,0.097949,0.097949
hand2,cast3,-0.097952,0.097952
harv1,belf8,0.09797,0.09797
lapl1,eldi4,0.097987,0.097987
hand1,elli2,-0.097991,0.097991
holy1,litt6,0.098027,0.098027
eldi3,mwil7,0.098031,0.098031
sher1,bros2,-0.09805,0.09805
oxfo2,cule1,-0.098081,0.098081
cpea2,cule1,0.09809,0.09809
cast4,conu5,-0.098118,0.098118
cast4,bros6,0.09812,0.09812
torr2,bier1,-0.098219,0.098219
bier3,maro1,0.098241,0.098241
eolu3,long1,0.09828,0.09828
shav4,bros6,0.098323,0.098323
hand1,bros2,-0.098367,0.098367
conu1,lapl4,-0.098368,0.098368
eldi4,cule1,0.098372,0.098372
bier1,gray6,0.098389,0.098389
cast2,sher3,-0.098429,0.098429
mass3,cast4,0.098433,0.098433
mwil7,eldi4,0.098439,0.098439
evan4,elbe3,-0.098484,0.098484
huro1,evan4,-0.098629,0.098629
maro1,eldi3,0.098662,0.098662
demo2,linc1,-0.09869,0.09869
conu1,lind1,-0.098703,0.098703
mwil2,bros4,0.098716,0.098716
blan1,demo2,-0.098738,0.098738
colu2,prin1,-0.098746,0.098746
mwil6,cnee3,0.098755,0.098755
bier4,cpea2,-0.098757,0.098757
blan1,sanl1,0.09876,0.09876
huro2,holy1,-0.098798,0.098798
tabe2,bros2,-0.098819,0.098819
hand1,cast3,-0.098858,0.098858
hand2,evan3,-0.098881,0.098881
mwil5,colu2,-0.098905,0.098905
cnee3,huro1,-0.098907,0.098907
sanl1,bier3,0.098915,0.098915
demo1,mwil5,0.099049,0.099049
ante1,elbe1,-0.09905,0.09905
elli3,evan3,-0.099089,0.099089
bros5,sher2,0.09912,0.09912
lapl4,elli2,0.099126,0.099126
lind3,bros3,0.099144,0.099144
bros3,torr5,0.099147,0.099147
elbe1,humb3,0.099202,0.099202
hand2,gray6,-0.099216,0.099216
snow2,bros1,-0.099234,0.099234
bros1,gray6,-0.099245,0.099245
demo2,bros1,-0.099271,0.099271
ante1,miss2,-0.099305,0.099305
cnee1,harv3,0.099332,0.099332
bros2,chal5,-0.099338,0.099338
hand3,capi1,0.099393,0.099393
mwil7,demo2,0.099436,0.099436
miss2,bros5,0.099457,0.099457
gray1,linc2,0.099466,0.099466
evan2,bros1,-0.09947,0.09947
elli2,kitc6,0.099496,0.099496
kilp0,kilp0,0.099518,0.099518
bier1,sher1,0.099563,0.099563
cule1,mwil7,-0.099635,0.099635
cast2,linc3,-0.099647,0.099647
